일시,광진구,동대문구,성동구,중랑구,gw_sub,dd_sub,sd_sub,gr_sub,sunday,mon_1,mon_2,mon_3,mon_4,mon_5,mon_6,mon_7,mon_8,mon_9,mon_10,mon_11,mon_12
20190713,10.212,5.35,7.214,4.244,283.556,224.876,174.374,147.114,0,0,0,0,0,0,0,1,0,0,0,0,0
20190714,9.814,5.004,6.726,3.626,215.316,169.088,123.776,110.054,1,0,0,0,0,0,0,1,0,0,0,0,0
20190715,6.464,4.35,5.644,3.13,302.264,251.726,241.452,182.808,0,0,0,0,0,0,0,1,0,0,0,0,0
20190716,9.084,5.854,7.73,3.912,319.61,260.052,251.078,189.062,0,0,0,0,0,0,0,1,0,0,0,0,0
20190717,9.25,5.916,7.736,4.332,322.142,264.662,254.518,190.33,0,0,0,0,0,0,0,1,0,0,0,0,0
20190718,9.444,5.98,7.212,4.112,324.298,265.626,252.784,190.65,0,0,0,0,0,0,0,1,0,0,0,0,0
20190719,9.274,5.758,7.348,4.042,338.28,275.598,265.968,196.126,0,0,0,0,0,0,0,1,0,0,0,0,0
20190720,7.216,3.774,4.784,3.352,280.19,213.158,166.656,139.432,0,0,0,0,0,0,0,1,0,0,0,0,0
20190721,5.762,3.09,4.486,2.448,199.184,157.8,117.518,103.348,1,0,0,0,0,0,0,1,0,0,0,0,0
20190722,9.81,6.072,7.726,4.082,311.232,258.656,245.106,184.992,0,0,0,0,0,0,0,1,0,0,0,0,0
20190723,9.806,5.868,7.672,4.364,313.064,255.174,249.3,185.772,0,0,0,0,0,0,0,1,0,0,0,0,0
20190724,7.898,4.574,5.412,3.254,309.58,254.45,246.716,183.136,0,0,0,0,0,0,0,1,0,0,0,0,0
20190725,4.474,2.776,3.498,1.858,305.936,250.91,244.06,182.442,0,0,0,0,0,0,0,1,0,0,0,0,0
20190726,3.004,1.73,2.084,1.24,304.57,242.424,239.678,178.886,0,0,0,0,0,0,0,1,0,0,0,0,0
20190727,5.786,3.576,4.588,2.416,253.904,211.122,163.464,140.038,0,0,0,0,0,0,0,1,0,0,0,0,0
20190728,2.95,1.758,2.212,1.324,179.69,141.012,103.052,94.2,1,0,0,0,0,0,0,1,0,0,0,0,0
20190729,8.408,5.074,7.144,3.556,302.188,253.184,233.74,177.796,0,0,0,0,0,0,0,1,0,0,0,0,0
20190730,8.772,5.2,6.88,3.614,303.69,249.244,238.056,178.956,0,0,0,0,0,0,0,1,0,0,0,0,0
20190731,3.44,1.722,2.14,1.19,290.786,234.81,227.534,169.76,0,0,0,0,0,0,0,1,0,0,0,0,0
20190801,7.264,3.95,5.724,2.984,303.424,244.008,230.912,174.376,0,0,0,0,0,0,0,0,1,0,0,0,0
20190802,7.918,4.658,6.302,3.484,309.678,251.94,233.544,176.078,0,0,0,0,0,0,0,0,1,0,0,0,0
20190803,6.532,3.774,5.07,2.694,240.134,197.202,148.008,128.252,0,0,0,0,0,0,0,0,1,0,0,0,0
20190804,6.078,2.848,3.992,2.26,184.754,155.044,111.186,99.148,1,0,0,0,0,0,0,0,1,0,0,0,0
20190805,8.208,4.566,6.098,3.506,289.054,232.764,223.328,171.592,0,0,0,0,0,0,0,0,1,0,0,0,0
20190806,8.096,4.742,5.812,3.506,299.454,238.874,229.852,175.364,0,0,0,0,0,0,0,0,1,0,0,0,0
20190807,6.086,3.424,4.27,2.706,300.216,240.75,231.508,176.282,0,0,0,0,0,0,0,0,1,0,0,0,0
20190808,8.576,4.676,6.316,3.59,310.952,248.274,238.596,180.884,0,0,0,0,0,0,0,0,1,0,0,0,0
20190809,7.796,4.674,6.282,3.61,319.794,258.916,244.928,186.028,0,0,0,0,0,0,0,0,1,0,0,0,0
20190810,6.878,3.876,5.0,2.96,254.322,204.582,161.304,134.686,0,0,0,0,0,0,0,0,1,0,0,0,0
20190811,6.282,3.008,4.124,2.522,196.774,158.826,112.65,102.076,1,0,0,0,0,0,0,0,1,0,0,0,0
20190812,3.108,1.796,2.146,1.266,284.216,233.666,224.54,172.65,0,0,0,0,0,0,0,0,1,0,0,0,0
20190813,7.924,4.454,6.136,3.302,308.224,251.932,242.76,181.432,0,0,0,0,0,0,0,0,1,0,0,0,0
20190814,8.56,4.642,6.15,3.456,318.376,255.294,248.426,185.604,0,0,0,0,0,0,0,0,1,0,0,0,0
20190815,3.484,2.248,2.484,1.676,198.418,166.334,127.204,106.822,0,0,0,0,0,0,0,0,1,0,0,0,0
20190816,9.048,4.804,6.726,3.516,302.164,252.41,228.508,176.022,0,0,0,0,0,0,0,0,1,0,0,0,0
20190817,9.644,4.908,6.796,3.898,255.612,212.666,157.878,135.154,0,0,0,0,0,0,0,0,1,0,0,0,0
20190818,9.75,4.704,6.982,3.99,208.182,165.268,120.386,106.408,1,0,0,0,0,0,0,0,1,0,0,0,0
20190819,10.34,5.65,8.076,4.266,306.934,256.442,238.592,182.904,0,0,0,0,0,0,0,0,1,0,0,0,0
20190820,10.72,5.852,7.736,4.312,317.706,260.584,246.758,187.704,0,0,0,0,0,0,0,0,1,0,0,0,0
20190821,6.704,3.852,4.668,2.966,313.54,263.572,251.554,187.02,0,0,0,0,0,0,0,0,1,0,0,0,0
20190822,10.754,5.854,7.63,4.348,320.06,261.72,248.908,188.21,0,0,0,0,0,0,0,0,1,0,0,0,0
20190823,11.324,5.952,8.134,4.394,336.26,279.226,258.248,195.392,0,0,0,0,0,0,0,0,1,0,0,0,0
20190824,11.938,5.51,8.18,4.638,292.524,230.342,184.102,148.554,0,0,0,0,0,0,0,0,1,0,0,0,0
20190825,10.942,4.906,7.976,4.052,217.486,170.58,121.52,109.73,1,0,0,0,0,0,0,0,1,0,0,0,0
20190826,11.198,6.078,8.438,4.342,313.182,263.6,242.744,192.176,0,0,0,0,0,0,0,0,1,0,0,0,0
20190827,10.328,5.84,7.854,4.266,314.982,266.022,247.906,192.898,0,0,0,0,0,0,0,0,1,0,0,0,0
20190828,10.488,6.612,8.132,4.9,323.776,270.366,253.428,195.916,0,0,0,0,0,0,0,0,1,0,0,0,0
20190829,7.0,4.75,5.982,3.69,310.026,259.12,245.012,189.92,0,0,0,0,0,0,0,0,1,0,0,0,0
20190830,9.764,5.428,7.866,3.97,340.742,284.724,265.19,200.37,0,0,0,0,0,0,0,0,1,0,0,0,0
20190831,12.842,6.188,8.534,4.756,302.18,234.702,183.316,150.29,0,0,0,0,0,0,0,0,1,0,0,0,0
20190901,12.422,5.768,8.542,4.468,224.914,173.972,128.646,110.414,1,0,0,0,0,0,0,0,0,1,0,0,0
20190902,12.154,6.862,9.112,4.734,324.412,272.932,250.756,198.224,0,0,0,0,0,0,0,0,0,1,0,0,0
20190903,9.558,6.06,7.336,3.664,325.442,280.922,257.588,202.122,0,0,0,0,0,0,0,0,0,1,0,0,0
20190904,3.848,2.038,2.518,1.702,315.408,259.888,253.54,195.026,0,0,0,0,0,0,0,0,0,1,0,0,0
20190905,4.036,2.484,3.06,1.864,312.87,264.048,251.952,193.986,0,0,0,0,0,0,0,0,0,1,0,0,0
20190906,2.02,1.396,1.504,1.024,338.162,289.798,265.004,202.916,0,0,0,0,0,0,0,0,0,1,0,0,0
20190907,0.0,0.0,0.0,0.0,186.68,164.966,119.712,109.324,0,0,0,0,0,0,0,0,0,1,0,0,0
20190908,5.83,2.658,4.188,2.482,212.096,181.838,121.38,108.296,1,0,0,0,0,0,0,0,0,1,0,0,0
20190909,8.448,4.792,6.302,3.222,321.708,286.734,253.372,203.66,0,0,0,0,0,0,0,0,0,1,0,0,0
20190910,2.808,1.486,1.804,0.822,316.842,271.858,257.952,197.418,0,0,0,0,0,0,0,0,0,1,0,0,0
20190911,9.79,5.258,7.222,3.682,334.408,291.572,252.176,204.064,0,0,0,0,0,0,0,0,0,1,0,0,0
20190912,4.568,2.412,3.164,2.106,151.074,137.26,90.208,87.934,0,0,0,0,0,0,0,0,0,1,0,0,0
20190913,7.716,3.314,5.386,3.272,135.69,108.138,73.786,82.74,0,0,0,0,0,0,0,0,0,1,0,0,0
20190914,6.166,3.228,4.388,3.23,172.406,138.838,95.788,93.262,0,0,0,0,0,0,0,0,0,1,0,0,0
20190915,10.864,5.032,8.43,4.17,196.258,152.442,108.126,101.756,1,0,0,0,0,0,0,0,0,1,0,0,0
20190916,12.074,6.644,9.084,4.9,310.924,254.034,242.118,194.454,0,0,0,0,0,0,0,0,0,1,0,0,0
20190917,11.324,7.03,8.9,5.068,327.574,266.378,259.064,202.826,0,0,0,0,0,0,0,0,0,1,0,0,0
20190918,11.946,6.798,8.752,5.162,334.03,270.196,261.332,202.978,0,0,0,0,0,0,0,0,0,1,0,0,0
20190919,12.352,6.506,8.726,5.042,337.742,271.62,263.466,203.308,0,0,0,0,0,0,0,0,0,1,0,0,0
20190920,12.08,6.522,8.506,5.042,357.682,284.388,274.17,207.614,0,0,0,0,0,0,0,0,0,1,0,0,0
20190921,11.564,6.302,8.044,4.812,305.448,235.858,198.42,156.132,0,0,0,0,0,0,0,0,0,1,0,0,0
20190922,4.53,3.168,3.228,2.444,192.06,153.904,112.486,101.098,1,0,0,0,0,0,0,0,0,1,0,0,0
20190923,10.918,6.586,8.248,4.862,327.098,266.7,253.966,200.806,0,0,0,0,0,0,0,0,0,1,0,0,0
20190924,11.058,6.68,8.408,5.174,335.904,270.638,264.792,203.04,0,0,0,0,0,0,0,0,0,1,0,0,0
20190925,11.736,6.6,8.462,5.024,337.13,275.036,267.19,204.456,0,0,0,0,0,0,0,0,0,1,0,0,0
20190926,11.098,6.618,8.126,4.974,336.642,275.042,264.358,203.642,0,0,0,0,0,0,0,0,0,1,0,0,0
20190927,11.208,6.864,8.438,4.954,353.324,286.254,273.88,208.0,0,0,0,0,0,0,0,0,0,1,0,0,0
20190928,11.724,6.076,8.196,5.002,320.342,240.812,204.564,161.638,0,0,0,0,0,0,0,0,0,1,0,0,0
20190929,12.014,5.482,7.898,4.612,235.102,176.422,138.5,116.69,1,0,0,0,0,0,0,0,0,1,0,0,0
20190930,11.436,6.452,8.252,4.918,323.562,267.62,252.98,201.286,0,0,0,0,0,0,0,0,0,1,0,0,0
20191001,11.316,6.492,8.152,5.114,325.368,268.694,259.272,202.024,0,0,0,0,0,0,0,0,0,0,1,0,0
20191002,3.418,2.118,2.452,1.596,328.494,266.478,266.104,202.328,0,0,0,0,0,0,0,0,0,0,1,0,0
20191003,9.416,4.514,7.55,3.478,241.872,200.194,154.562,122.274,0,0,0,0,0,0,0,0,0,0,1,0,0
20191004,11.582,6.402,8.858,5.004,347.954,272.798,253.248,198.352,0,0,0,0,0,0,0,0,0,0,1,0,0
20191005,10.398,5.252,6.89,4.42,301.342,240.698,194.452,159.598,0,0,0,0,0,0,0,0,0,0,1,0,0
20191006,10.49,5.206,7.736,4.688,227.508,177.702,129.462,117.94,1,0,0,0,0,0,0,0,0,0,1,0,0
20191007,2.7,1.686,1.804,1.296,300.684,244.426,239.554,190.972,0,0,0,0,0,0,0,0,0,0,1,0,0
20191008,9.642,5.932,7.618,4.498,343.942,279.722,268.152,207.342,0,0,0,0,0,0,0,0,0,0,1,0,0
20191009,10.722,5.396,7.958,4.314,262.012,210.486,162.438,130.442,0,0,0,0,0,0,0,0,0,0,1,0,0
20191010,9.974,5.662,7.562,4.42,324.33,270.294,255.386,200.846,0,0,0,0,0,0,0,0,0,0,1,0,0
20191011,11.334,6.38,8.172,4.78,344.932,280.816,268.55,207.932,0,0,0,0,0,0,0,0,0,0,1,0,0
20191012,10.616,5.388,7.704,4.546,303.69,230.322,201.004,160.562,0,0,0,0,0,0,0,0,0,0,1,0,0
20191013,10.884,5.482,8.136,4.212,233.872,171.89,134.506,118.172,1,0,0,0,0,0,0,0,0,0,1,0,0
20191014,9.502,5.508,7.538,4.244,322.028,264.2,251.958,199.19,0,0,0,0,0,0,0,0,0,0,1,0,0
20191015,10.518,5.986,8.214,4.668,325.848,269.808,260.558,203.92,0,0,0,0,0,0,0,0,0,0,1,0,0
20191016,10.29,6.128,7.87,4.498,320.87,269.034,257.988,199.37,0,0,0,0,0,0,0,0,0,0,1,0,0
20191017,10.51,6.124,8.196,4.508,326.186,271.094,256.462,201.496,0,0,0,0,0,0,0,0,0,0,1,0,0
20191018,10.792,6.128,8.398,4.61,342.734,279.934,266.872,203.906,0,0,0,0,0,0,0,0,0,0,1,0,0
20191019,11.246,5.582,8.486,4.566,307.074,242.532,197.66,162.392,0,0,0,0,0,0,0,0,0,0,1,0,0
20191020,10.808,5.062,7.972,4.296,225.664,178.668,135.092,118.218,1,0,0,0,0,0,0,0,0,0,1,0,0
20191021,10.612,6.042,7.96,4.468,313.512,266.364,250.03,197.806,0,0,0,0,0,0,0,0,0,0,1,0,0
20191022,10.44,6.622,8.442,4.96,321.042,269.226,257.844,201.128,0,0,0,0,0,0,0,0,0,0,1,0,0
20191023,10.74,6.594,8.068,4.81,320.688,271.158,257.138,200.528,0,0,0,0,0,0,0,0,0,0,1,0,0
20191024,10.364,6.692,8.566,4.948,328.998,271.678,261.826,200.814,0,0,0,0,0,0,0,0,0,0,1,0,0
20191025,9.242,6.33,8.072,4.394,357.508,291.148,275.498,207.334,0,0,0,0,0,0,0,0,0,0,1,0,0
20191026,9.078,4.756,6.358,3.802,318.95,247.92,208.048,164.722,0,0,0,0,0,0,0,0,0,0,1,0,0
20191027,8.546,4.236,6.232,3.456,238.4,183.894,142.556,120.334,1,0,0,0,0,0,0,0,0,0,1,0,0
20191028,7.69,5.038,6.514,3.362,321.778,270.85,255.812,199.984,0,0,0,0,0,0,0,0,0,0,1,0,0
20191029,7.686,5.442,6.554,3.774,324.832,271.416,260.266,201.534,0,0,0,0,0,0,0,0,0,0,1,0,0
20191030,9.386,5.772,6.898,4.206,327.832,276.526,264.596,203.492,0,0,0,0,0,0,0,0,0,0,1,0,0
20191031,9.108,5.642,7.29,4.056,330.438,276.664,262.88,203.214,0,0,0,0,0,0,0,0,0,0,1,0,0
20191101,8.906,5.826,6.92,4.194,346.568,283.852,270.718,203.618,0,0,0,0,0,0,0,0,0,0,0,1,0
20191102,8.278,4.824,6.15,3.776,294.644,239.142,195.992,155.77,0,0,0,0,0,0,0,0,0,0,0,1,0
20191103,8.296,4.464,6.652,3.838,231.684,179.52,138.01,116.358,1,0,0,0,0,0,0,0,0,0,0,1,0
20191104,9.494,5.61,7.57,4.138,318.792,269.636,255.972,200.258,0,0,0,0,0,0,0,0,0,0,0,1,0
20191105,9.516,5.706,7.382,4.07,327.708,272.928,263.092,203.534,0,0,0,0,0,0,0,0,0,0,0,1,0
20191106,9.138,5.556,6.932,4.01,329.63,272.398,266.722,201.92,0,0,0,0,0,0,0,0,0,0,0,1,0
20191107,8.274,4.994,6.49,3.822,330.824,274.868,266.344,201.858,0,0,0,0,0,0,0,0,0,0,0,1,0
20191108,7.844,4.62,5.946,3.544,345.184,281.854,276.74,205.52,0,0,0,0,0,0,0,0,0,0,0,1,0
20191109,7.838,4.218,6.026,3.31,294.588,236.862,201.058,154.708,0,0,0,0,0,0,0,0,0,0,0,1,0
20191110,5.19,2.932,3.942,2.266,216.894,177.626,131.73,111.562,1,0,0,0,0,0,0,0,0,0,0,1,0
20191111,7.212,4.284,5.81,2.926,314.43,263.04,250.896,198.052,0,0,0,0,0,0,0,0,0,0,0,1,0
20191112,8.356,5.112,6.442,3.492,321.472,271.056,259.672,201.632,0,0,0,0,0,0,0,0,0,0,0,1,0
20191113,4.73,3.096,3.686,2.1,319.944,258.754,258.31,197.34,0,0,0,0,0,0,0,0,0,0,0,1,0
20191114,5.404,3.304,4.33,2.286,325.088,262.302,258.706,197.95,0,0,0,0,0,0,0,0,0,0,0,1,0
20191115,1.878,1.216,1.52,0.784,331.338,265.984,259.07,198.138,0,0,0,0,0,0,0,0,0,0,0,1,0
20191116,5.904,3.23,4.096,2.442,314.1,232.604,192.074,155.734,0,0,0,0,0,0,0,0,0,0,0,1,0
20191117,1.51,0.756,0.974,0.69,193.672,150.322,118.952,102.224,1,0,0,0,0,0,0,0,0,0,0,1,0
20191118,4.72,2.976,3.638,2.026,316.874,263.056,252.852,197.294,0,0,0,0,0,0,0,0,0,0,0,1,0
20191119,5.166,3.16,3.664,2.036,320.834,261.95,257.184,199.366,0,0,0,0,0,0,0,0,0,0,0,1,0
20191120,5.362,3.216,3.96,2.146,325.214,261.43,258.638,199.106,0,0,0,0,0,0,0,0,0,0,0,1,0
20191121,5.822,3.528,4.562,2.38,327.804,265.512,262.62,200.89,0,0,0,0,0,0,0,0,0,0,0,1,0
20191122,6.732,3.984,5.478,2.788,341.18,274.052,271.944,204.524,0,0,0,0,0,0,0,0,0,0,0,1,0
20191123,7.168,3.744,5.036,2.714,298.14,223.936,195.91,153.92,0,0,0,0,0,0,0,0,0,0,0,1,0
20191124,3.282,1.898,2.202,1.448,206.0,156.212,134.258,111.204,1,0,0,0,0,0,0,0,0,0,0,1,0
20191125,5.262,3.436,4.238,2.152,315.896,257.18,251.032,197.652,0,0,0,0,0,0,0,0,0,0,0,1,0
20191126,6.276,4.072,4.93,2.522,327.73,267.876,259.418,202.536,0,0,0,0,0,0,0,0,0,0,0,1,0
20191127,5.548,3.588,4.378,2.464,329.16,272.246,263.758,203.38,0,0,0,0,0,0,0,0,0,0,0,1,0
20191128,5.632,3.518,4.572,2.464,328.528,274.116,264.87,203.016,0,0,0,0,0,0,0,0,0,0,0,1,0
20191129,5.492,3.25,4.314,2.296,342.036,284.408,275.872,207.072,0,0,0,0,0,0,0,0,0,0,0,1,0
20191130,4.884,2.766,3.466,2.082,286.536,236.452,190.998,153.414,0,0,0,0,0,0,0,0,0,0,0,1,0
20191201,1.284,0.702,0.794,0.584,192.178,152.052,124.796,104.434,1,0,0,0,0,0,0,0,0,0,0,0,1
20191202,4.076,2.604,3.278,1.83,312.708,261.298,248.522,195.204,0,0,0,0,0,0,0,0,0,0,0,0,1
20191203,4.172,2.51,3.264,1.774,316.318,261.258,254.906,197.664,0,0,0,0,0,0,0,0,0,0,0,0,1
20191204,4.962,2.854,3.668,1.964,324.1,268.278,259.776,201.222,0,0,0,0,0,0,0,0,0,0,0,0,1
20191205,3.662,2.202,2.92,1.458,323.496,262.262,259.458,199.888,0,0,0,0,0,0,0,0,0,0,0,0,1
20191206,3.38,1.972,2.698,1.306,331.042,267.11,262.268,198.724,0,0,0,0,0,0,0,0,0,0,0,0,1
20191207,2.814,1.796,2.06,1.222,274.814,228.168,181.658,151.45,0,0,0,0,0,0,0,0,0,0,0,0,1
20191208,3.012,1.67,1.924,1.208,202.136,170.23,130.146,109.41,1,0,0,0,0,0,0,0,0,0,0,0,1
20191209,4.18,2.794,3.266,1.688,313.564,260.25,244.982,195.46,0,0,0,0,0,0,0,0,0,0,0,0,1
20191210,4.254,2.7,3.43,1.75,323.952,263.674,255.546,199.878,0,0,0,0,0,0,0,0,0,0,0,0,1
20191211,4.222,2.684,3.422,1.774,328.264,266.682,259.092,202.408,0,0,0,0,0,0,0,0,0,0,0,0,1
20191212,4.024,2.664,3.456,1.776,333.762,271.302,263.262,202.018,0,0,0,0,0,0,0,0,0,0,0,0,1
20191213,3.982,2.542,3.482,1.72,346.192,283.192,270.204,205.992,0,0,0,0,0,0,0,0,0,0,0,0,1
20191214,3.35,2.17,2.542,1.492,295.648,247.38,190.124,161.988,0,0,0,0,0,0,0,0,0,0,0,0,1
20191215,4.044,2.17,2.642,1.514,212.926,177.306,127.854,114.138,1,0,0,0,0,0,0,0,0,0,0,0,1
20191216,4.85,3.238,4.132,2.046,323.222,267.756,250.552,194.476,0,0,0,0,0,0,0,0,0,0,0,0,1
20191217,3.256,1.966,2.408,1.304,322.544,254.986,256.68,192.652,0,0,0,0,0,0,0,0,0,0,0,0,1
20191218,4.364,2.696,3.514,1.894,336.876,273.944,266.87,197.148,0,0,0,0,0,0,0,0,0,0,0,0,1
20191219,4.16,2.634,3.404,1.692,339.474,275.262,268.028,198.668,0,0,0,0,0,0,0,0,0,0,0,0,1
20191220,3.944,2.51,3.274,1.728,360.976,290.42,282.148,207.708,0,0,0,0,0,0,0,0,0,0,0,0,1
20191221,2.654,1.528,1.792,1.16,300.506,240.564,195.562,159.9,0,0,0,0,0,0,0,0,0,0,0,0,1
20191222,3.184,1.888,2.236,1.37,226.252,179.692,130.182,116.068,1,0,0,0,0,0,0,0,0,0,0,0,1
20191223,3.486,2.086,2.91,1.35,328.444,265.656,257.728,193.404,0,0,0,0,0,0,0,0,0,0,0,0,1
20191224,3.836,2.512,3.392,1.734,363.246,279.636,272.082,201.204,0,0,0,0,0,0,0,0,0,0,0,0,1
20191225,3.008,1.66,2.052,1.27,242.038,185.164,139.654,118.396,0,0,0,0,0,0,0,0,0,0,0,0,1
20191226,2.94,1.92,2.366,1.258,324.6,267.232,254.822,191.09,0,0,0,0,0,0,0,0,0,0,0,0,1
20191227,3.378,2.136,2.678,1.466,340.652,284.938,263.74,198.51,0,0,0,0,0,0,0,0,0,0,0,0,1
20191228,3.226,1.958,2.168,1.522,277.372,237.428,170.966,148.632,0,0,0,0,0,0,0,0,0,0,0,0,1
20191229,2.568,1.498,1.63,1.104,206.742,168.708,122.252,107.39,1,0,0,0,0,0,0,0,0,0,0,0,1
20191230,2.734,1.708,2.312,1.15,319.684,262.73,243.844,186.878,0,0,0,0,0,0,0,0,0,0,0,0,1
20191231,2.162,1.446,1.91,1.006,313.278,247.61,228.484,180.382,0,0,0,0,0,0,0,0,0,0,0,0,1
20200101,1.796,1.244,1.432,1.008,165.778,123.32,89.466,79.942,0,1,0,0,0,0,0,0,0,0,0,0,0
20200102,3.252,2.07,2.754,1.422,299.78,249.944,234.728,179.984,0,1,0,0,0,0,0,0,0,0,0,0,0
20200103,3.548,2.278,3.016,1.634,320.188,267.436,250.082,189.354,0,1,0,0,0,0,0,0,0,0,0,0,0
20200104,3.268,2.024,2.166,1.392,260.876,217.95,162.152,139.658,0,1,0,0,0,0,0,0,0,0,0,0,0
20200105,3.026,1.692,1.934,1.36,197.798,164.28,114.408,104.172,1,1,0,0,0,0,0,0,0,0,0,0,0
20200106,1.934,1.264,1.46,0.766,301.764,250.096,241.872,183.5,0,1,0,0,0,0,0,0,0,0,0,0,0
20200107,0.232,0.144,0.222,0.104,296.082,232.998,237.55,179.32,0,1,0,0,0,0,0,0,0,0,0,0,0
20200108,2.43,1.568,2.216,1.096,313.166,257.476,250.022,185.482,0,1,0,0,0,0,0,0,0,0,0,0,0
20200109,3.382,2.068,2.718,1.506,318.39,266.508,251.964,187.884,0,1,0,0,0,0,0,0,0,0,0,0,0
20200110,3.584,2.108,2.862,1.438,331.98,278.864,260.068,195.286,0,1,0,0,0,0,0,0,0,0,0,0,0
20200111,2.83,1.758,1.964,1.322,272.69,233.06,174.928,147.366,0,1,0,0,0,0,0,0,0,0,0,0,0
20200112,2.48,1.48,1.732,1.148,206.42,170.868,120.612,106.714,1,1,0,0,0,0,0,0,0,0,0,0,0
20200113,3.096,1.96,2.492,1.274,304.168,261.818,240.856,186.416,0,1,0,0,0,0,0,0,0,0,0,0,0
20200114,3.336,2.076,2.824,1.34,313.628,263.992,248.108,186.088,0,1,0,0,0,0,0,0,0,0,0,0,0
20200115,3.438,2.066,2.714,1.332,317.514,269.24,254.168,188.152,0,1,0,0,0,0,0,0,0,0,0,0,0
20200116,3.444,2.076,2.896,1.282,318.052,273.476,252.546,188.662,0,1,0,0,0,0,0,0,0,0,0,0,0
20200117,3.496,2.068,2.87,1.372,330.828,283.922,259.088,194.622,0,1,0,0,0,0,0,0,0,0,0,0,0
20200118,3.044,1.784,2.292,1.35,272.112,240.066,177.536,146.518,0,1,0,0,0,0,0,0,0,0,0,0,0
20200119,2.184,1.3,1.654,0.944,201.03,170.2,119.382,104.996,1,1,0,0,0,0,0,0,0,0,0,0,0
20200120,3.156,2.142,2.852,1.394,309.666,277.372,246.77,187.534,0,1,0,0,0,0,0,0,0,0,0,0,0
20200121,3.42,2.288,2.996,1.62,311.992,275.988,251.02,189.19,0,1,0,0,0,0,0,0,0,0,0,0,0
20200122,3.78,2.424,3.074,1.626,318.196,277.972,251.784,188.71,0,1,0,0,0,0,0,0,0,0,0,0,0
20200123,3.998,2.424,3.172,1.8,303.806,261.9,236.062,182.466,0,1,0,0,0,0,0,0,0,0,0,0,0
20200124,2.388,1.392,1.864,1.288,138.25,124.246,82.152,83.294,0,1,0,0,0,0,0,0,0,0,0,0,0
20200125,1.936,1.168,1.362,0.954,112.208,97.554,59.198,74.928,0,1,0,0,0,0,0,0,0,0,0,0,0
20200126,2.83,1.442,2.202,1.22,152.238,126.804,84.202,87.498,1,1,0,0,0,0,0,0,0,0,0,0,0
20200127,1.984,1.24,1.42,1.016,160.634,135.326,94.9,89.938,0,1,0,0,0,0,0,0,0,0,0,0,0
20200128,3.61,2.424,3.022,1.678,272.656,226.548,223.23,171.996,0,1,0,0,0,0,0,0,0,0,0,0,0
20200129,4.224,2.752,3.474,1.936,288.402,239.03,239.266,179.852,0,1,0,0,0,0,0,0,0,0,0,0,0
20200130,4.364,2.758,3.672,2.064,289.292,242.222,240.654,180.366,0,1,0,0,0,0,0,0,0,0,0,0,0
20200131,4.118,2.576,3.468,1.824,292.642,244.69,244.382,180.464,0,1,0,0,0,0,0,0,0,0,0,0,0
20200201,3.236,2.158,2.398,1.574,214.418,174.762,143.442,121.36,0,0,1,0,0,0,0,0,0,0,0,0,0
20200202,2.868,1.794,1.994,1.148,157.258,125.352,98.374,87.776,1,0,1,0,0,0,0,0,0,0,0,0,0
20200203,3.4,2.112,2.962,1.484,271.952,225.986,225.028,172.642,0,0,1,0,0,0,0,0,0,0,0,0,0
20200204,2.76,1.772,2.416,1.066,275.88,224.904,229.216,171.712,0,0,1,0,0,0,0,0,0,0,0,0,0
20200205,2.652,1.548,2.12,0.972,267.488,215.512,227.834,166.498,0,0,1,0,0,0,0,0,0,0,0,0,0
20200206,2.838,1.734,2.284,1.012,265.052,215.01,224.602,164.19,0,0,1,0,0,0,0,0,0,0,0,0,0
20200207,3.128,2.094,2.622,1.362,280.058,229.804,233.362,173.088,0,0,1,0,0,0,0,0,0,0,0,0,0
20200208,2.704,1.858,2.048,1.252,208.41,161.236,139.882,118.328,0,0,1,0,0,0,0,0,0,0,0,0,0
20200209,2.606,1.64,1.892,1.078,157.166,119.39,97.146,85.558,1,0,1,0,0,0,0,0,0,0,0,0,0
20200210,3.906,2.54,3.406,1.568,270.97,224.562,223.072,170.108,0,0,1,0,0,0,0,0,0,0,0,0,0
20200211,4.614,3.094,4.108,1.982,282.676,231.38,233.602,174.334,0,0,1,0,0,0,0,0,0,0,0,0,0
20200212,1.238,0.752,1.204,0.576,271.084,217.604,229.516,169.038,0,0,1,0,0,0,0,0,0,0,0,0,0
20200213,3.71,2.69,3.394,1.764,288.438,235.376,237.466,175.956,0,0,1,0,0,0,0,0,0,0,0,0,0
20200214,4.814,3.004,3.986,2.126,304.696,248.434,247.702,182.866,0,0,1,0,0,0,0,0,0,0,0,0,0
20200215,3.718,2.248,2.902,1.738,234.23,185.826,155.98,129.464,0,0,1,0,0,0,0,0,0,0,0,0,0
20200216,0.948,0.538,0.612,0.468,167.574,124.688,102.224,90.682,1,0,1,0,0,0,0,0,0,0,0,0,0
20200217,1.54,0.996,1.388,0.746,280.606,220.47,230.308,172.036,0,0,1,0,0,0,0,0,0,0,0,0,0
20200218,2.106,1.452,2.12,0.968,283.41,223.278,233.88,172.718,0,0,1,0,0,0,0,0,0,0,0,0,0
20200219,3.774,2.448,3.206,1.628,286.954,229.826,229.808,175.268,0,0,1,0,0,0,0,0,0,0,0,0,0
20200220,3.964,2.766,3.602,1.916,281.916,224.584,224.704,172.624,0,0,1,0,0,0,0,0,0,0,0,0,0
20200221,3.37,2.23,2.83,1.494,280.956,223.908,219.068,174.566,0,0,1,0,0,0,0,0,0,0,0,0,0
